"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G02660",112.108986464948,-0.0898119424795159,0.695114748249989,-0.12920448415981,0.897195848107236,0.996150562299559
"AT1G02670",3.90264965081581,-0.432499641495492,1.77016322445652,-0.2443275487368,0.806977149076591,NA
"AT1G02680",137.820175448726,-0.0030586416951459,0.389454128838863,-0.00785366354765599,0.993733747526759,0.999324116178341
"AT1G02690",242.982284313892,0.108940152943331,0.481424211652478,0.226287233393179,0.820978027165755,0.995912776838911
"AT1G02700",2.76083040923874,0.504227846615192,2.01599031079352,0.250114221241828,0.802499018470546,NA
"AT1G02705",0.266802925590134,1.68199457840834,4.99595130827168,0.336671531530642,0.736364526296994,NA
"AT1G02710",0,NA,NA,NA,NA,NA
"AT1G02720",60.1516413756716,0.771438941214611,0.562262228526684,1.37202696904617,0.170055042379714,0.808376955593537
"AT1G02730",92.6663478985871,0.471139791165215,0.493906568862245,0.953904687379489,0.340131890571839,0.948463448877421
"AT1G02740",128.65523134773,0.339047658005656,0.401744517695585,0.843938480979008,0.398703783473356,0.960497214467494
"AT1G02750",201.406628492436,0.117063937879178,0.355177251745834,0.329593005474771,0.741707508376684,0.995818004740788
"AT1G02770",2.5786373460255,2.18916455098258,2.28043410228039,0.959977115231464,0.337066732705192,NA
"AT1G02780",4991.36992160018,0.303510256895007,0.270537591967805,1.12187831157721,0.261914183400904,0.896361933014714
"AT1G02790",0,NA,NA,NA,NA,NA
"AT1G02800",0.266802925590134,1.68199457840834,4.99595130827168,0.336671531530642,0.736364526296994,NA
"AT1G02810",291.50119485273,-1.24256804474874,0.404134272975956,-3.07464159275268,0.00210755654345506,0.0753922999309499
"AT1G02813",1.05165929209017,3.64230532336614,4.3733922229556,0.832832990429709,0.40493892594853,NA
"AT1G02816",289.39729775731,-0.545745720720715,0.51509902457626,-1.05949670778287,0.289373627796188,0.915785351856886
"AT1G02820",1.58583483903739,2.45956269113043,3.21213417356683,0.765709823509418,0.443848980618554,NA
"AT1G02830",0.601326866154123,-2.59839841464107,4.86686122930052,-0.533896138027859,0.593413394171011,NA
"AT1G02840",1489.497258019,-0.608208335537278,0.279327300719417,-2.17740383403561,0.0294504498749934,0.376324884183225
"AT1G02850",442.122589843918,-0.709799913833895,0.534302391231362,-1.32846104655844,0.184025843878802,0.824978083185647
